s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 6.4701263E+002, 1.0168478E+003, 0.0000000E+000,-5.5385127E+002,-7.1129943E+001,-3.9295911E+002,-7.0449450E-002, 0.0000000E+000, 0.0000000E+000, 1.7714086E+000,-1.1629852E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.4806610E+002, 9.9181420E+002, 0.0000000E+000,-5.3734147E+002,-7.0369854E+001,-3.9152388E+002,-7.0901733E-002, 0.0000000E+000, 0.0000000E+000,-9.0551329E+000,-7.4919088E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.4904572E+002, 1.0008028E+003, 0.0000000E+000,-5.3287358E+002,-7.2235033E+001,-3.9141438E+002,-7.0617072E-002, 0.0000000E+000, 0.0000000E+000, 6.3399919E+000, 4.2092116E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.5009650E+002, 1.0026923E+003, 0.0000000E+000,-5.2531635E+002,-7.4282943E+001,-3.9120752E+002,-7.0256251E-002, 0.0000000E+000, 0.0000000E+000, 1.1043090E+001, 1.1815263E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.5107611E+002, 1.0140176E+003, 0.0000000E+000,-5.5723400E+002,-7.1993314E+001,-3.9074826E+002,-7.0672769E-002, 0.0000000E+000, 0.0000000E+000,-3.6100934E+000,-6.0286510E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.5204224E+002, 1.0104875E+003, 0.0000000E+000,-5.2633245E+002,-6.8526902E+001,-3.9073493E+002,-7.0963272E-002, 0.0000000E+000, 0.0000000E+000, 2.2510808E+001, 2.4822236E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.5307123E+002, 1.0220159E+003, 0.0000000E+000,-5.3891549E+002,-7.0181295E+001,-3.9274428E+002,-7.0797084E-002, 0.0000000E+000, 0.0000000E+000, 2.1583633E+001, 2.0104073E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.5409827E+002, 9.9739945E+002, 0.0000000E+000,-5.5184231E+002,-7.0998069E+001,-3.9141446E+002,-7.0747125E-002, 0.0000000E+000, 0.0000000E+000,-1.2119663E+001,-1.6926132E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.5500653E+002, 9.9393264E+002, 0.0000000E+000,-5.3431214E+002,-6.7745554E+001,-3.8920805E+002,-7.0671493E-002, 0.0000000E+000, 0.0000000E+000, 1.5605528E+000, 2.5962281E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.5605786E+002, 1.0012302E+003, 0.0000000E+000,-5.3023025E+002,-6.6539225E+001,-3.9183146E+002,-7.0580594E-002, 0.0000000E+000, 0.0000000E+000, 1.1666877E+001, 1.2558694E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.5702167E+002, 1.0023679E+003, 0.0000000E+000,-5.4834241E+002,-6.7389037E+001,-3.9443157E+002,-7.0272989E-002, 0.0000000E+000, 0.0000000E+000,-6.8024948E+000,-7.8654130E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.5801172E+002, 1.0164227E+003, 0.0000000E+000,-5.5660470E+002,-6.9011766E+001,-3.9483904E+002,-7.0960610E-002, 0.0000000E+000, 0.0000000E+000,-3.1005536E+000,-4.1037363E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.5906586E+002, 9.7883623E+002, 0.0000000E+000,-5.1352405E+002,-7.2138103E+001,-3.9272550E+002,-7.1089850E-002, 0.0000000E+000, 0.0000000E+000,-2.9791682E+000, 3.7749006E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.6005646E+002, 1.0130386E+003, 0.0000000E+000,-5.3199267E+002,-7.6547490E+001,-3.9241202E+002,-7.1146409E-002, 0.0000000E+000, 0.0000000E+000, 1.2105969E+001, 1.2015262E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.6102899E+002, 9.9533763E+002, 0.0000000E+000,-5.3622966E+002,-7.6679759E+001,-3.9254192E+002,-7.0951030E-002, 0.0000000E+000, 0.0000000E+000,-5.5518691E+000,-1.0184659E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.6207318E+002, 9.9462984E+002, 0.0000000E+000,-5.4328851E+002,-7.4746791E+001,-3.9138463E+002,-7.0265750E-002, 0.0000000E+000, 0.0000000E+000,-1.7842169E+001,-1.4860358E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.6305139E+002, 1.0323026E+003, 0.0000000E+000,-5.5801115E+002,-7.4796832E+001,-3.9316860E+002,-7.0749213E-002, 0.0000000E+000, 0.0000000E+000, 1.0349770E+001, 6.2552450E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.6407849E+002, 9.7051949E+002, 0.0000000E+000,-5.4168377E+002,-7.6561594E+001,-3.9315137E+002,-7.0013785E-002, 0.0000000E+000, 0.0000000E+000,-3.9350955E+001,-4.0947260E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.6507141E+002, 9.7949299E+002, 0.0000000E+000,-5.1126661E+002,-7.5635407E+001,-3.9123793E+002,-7.0789222E-002, 0.0000000E+000, 0.0000000E+000,-5.3769085E+000, 1.2822437E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.6602600E+002, 1.0131693E+003, 0.0000000E+000,-5.4555504E+002,-7.6119262E+001,-3.9104774E+002,-7.0213526E-002, 0.0000000E+000, 0.0000000E+000, 4.8562322E+000, 3.7703634E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.6705908E+002, 9.9938187E+002, 0.0000000E+000,-5.4016029E+002,-7.4784103E+001,-3.9309932E+002,-7.0358189E-002, 0.0000000E+000, 0.0000000E+000,-7.5908643E+000,-8.7322018E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.6808368E+002, 9.9065855E+002, 0.0000000E+000,-5.3916568E+002,-7.4197220E+001,-3.9205531E+002,-7.0717766E-002, 0.0000000E+000, 0.0000000E+000,-1.3217400E+001,-1.4830379E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.6901514E+002, 1.0060117E+003, 0.0000000E+000,-5.4726289E+002,-7.4533342E+001,-3.9091977E+002,-7.0596406E-002, 0.0000000E+000, 0.0000000E+000,-7.8742527E+000,-6.7748628E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.7002667E+002, 1.0091848E+003, 0.0000000E+000,-5.3395368E+002,-7.8218418E+001,-3.9201128E+002,-6.9944738E-002, 0.0000000E+000, 0.0000000E+000, 4.3680095E+000, 4.9315133E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.7107617E+002, 1.0037744E+003, 0.0000000E+000,-5.4310057E+002,-7.8233409E+001,-3.9411010E+002,-7.0235204E-002, 0.0000000E+000, 0.0000000E+000,-9.3198877E+000,-1.1739942E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.7206464E+002, 1.0039559E+003, 0.0000000E+000,-5.3458070E+002,-7.5455394E+001,-3.9464159E+002,-7.0316872E-002, 0.0000000E+000, 0.0000000E+000,-2.6831477E+000,-7.9210357E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.7304260E+002, 1.0128318E+003, 0.0000000E+000,-5.3664033E+002,-7.4948155E+001,-3.9386176E+002,-7.0448663E-002, 0.0000000E+000, 0.0000000E+000, 7.2701440E+000, 7.3111459E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.7409137E+002, 9.9849224E+002, 0.0000000E+000,-5.3469050E+002,-7.3836610E+001,-3.9419017E+002,-6.9734231E-002, 0.0000000E+000, 0.0000000E+000, 8.2524760E-001,-4.2947705E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.7504608E+002, 9.9072640E+002, 0.0000000E+000,-5.4758634E+002,-7.2576275E+001,-3.9614024E+002,-7.0583948E-002, 0.0000000E+000, 0.0000000E+000,-2.6497686E+001,-2.5647037E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.7601575E+002, 1.0098249E+003, 0.0000000E+000,-5.3550154E+002,-7.3007443E+001,-3.9820202E+002,-7.0440526E-002, 0.0000000E+000, 0.0000000E+000, 4.9468404E+000, 3.0434694E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.7707642E+002, 1.0034026E+003, 0.0000000E+000,-5.3971963E+002,-7.6142775E+001,-3.9654987E+002,-7.0490601E-002, 0.0000000E+000, 0.0000000E+000,-8.6468373E+000,-9.0802186E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.7802966E+002, 1.0016949E+003, 0.0000000E+000,-5.4509388E+002,-7.8500526E+001,-3.9611207E+002,-7.0420969E-002, 0.0000000E+000, 0.0000000E+000,-1.9177041E+001,-1.8081993E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.7906964E+002, 9.9734412E+002, 0.0000000E+000,-5.3409034E+002,-7.6962688E+001,-3.9655510E+002,-7.0187651E-002, 0.0000000E+000, 0.0000000E+000,-9.7878166E+000,-1.0334191E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.8002289E+002, 9.9797717E+002, 0.0000000E+000,-5.4446622E+002,-7.4023083E+001,-3.9829188E+002,-6.9417694E-002, 0.0000000E+000, 0.0000000E+000,-1.5352666E+001,-1.8873436E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.8106281E+002, 9.9693293E+002, 0.0000000E+000,-5.4709365E+002,-7.5074517E+001,-3.9814237E+002,-7.0556745E-002, 0.0000000E+000, 0.0000000E+000,-2.4240077E+001,-2.3448162E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.8201611E+002, 1.0011017E+003, 0.0000000E+000,-5.2973280E+002,-7.4551711E+001,-3.9787744E+002,-7.0444658E-002, 0.0000000E+000, 0.0000000E+000,-1.2694927E+000,-1.1306948E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.8305603E+002, 1.0055324E+003, 0.0000000E+000,-5.4167938E+002,-6.8876650E+001,-3.9671369E+002,-7.0431317E-002, 0.0000000E+000, 0.0000000E+000,-7.7815816E-001,-1.8077261E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.8400934E+002, 9.9883305E+002, 0.0000000E+000,-5.3085987E+002,-6.6381442E+001,-3.9576567E+002,-7.0414901E-002, 0.0000000E+000, 0.0000000E+000, 7.4449240E+000, 5.7556471E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.8504059E+002, 1.0040184E+003, 0.0000000E+000,-5.3988864E+002,-6.9849889E+001,-3.9498706E+002,-6.9711955E-002, 0.0000000E+000, 0.0000000E+000, 7.9462417E-001,-7.7687847E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.8604443E+002, 1.0025081E+003, 0.0000000E+000,-5.4389118E+002,-7.3008446E+001,-3.9444993E+002,-7.0410980E-002, 0.0000000E+000, 0.0000000E+000,-8.1959018E+000,-8.9118313E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.8702045E+002, 1.0065613E+003, 0.0000000E+000,-5.1738835E+002,-7.4823288E+001,-3.9455709E+002,-7.0322921E-002, 0.0000000E+000, 0.0000000E+000, 2.0795883E+001, 1.9722214E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.8803741E+002, 1.0163185E+003, 0.0000000E+000,-5.4726007E+002,-7.2682423E+001,-3.9479792E+002,-7.0231392E-002, 0.0000000E+000, 0.0000000E+000, 4.2767939E+000, 1.5078561E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.8907550E+002, 9.9521297E+002, 0.0000000E+000,-5.4760571E+002,-6.7778819E+001,-3.9327959E+002,-7.0738172E-002, 0.0000000E+000, 0.0000000E+000,-1.4993850E+001,-1.3521890E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.9004364E+002, 1.0042818E+003, 0.0000000E+000,-5.1891185E+002,-6.7131871E+001,-3.9280051E+002,-7.0949409E-002, 0.0000000E+000, 0.0000000E+000, 2.5307366E+001, 2.5366656E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.9105688E+002, 9.9971462E+002, 0.0000000E+000,-5.3632779E+002,-6.9811517E+001,-3.9248852E+002,-7.0608549E-002, 0.0000000E+000, 0.0000000E+000, 9.0838376E-001, 1.0161823E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.9200458E+002, 1.0181497E+003, 0.0000000E+000,-5.4016816E+002,-7.2740548E+001,-3.9386721E+002,-6.9623041E-002, 0.0000000E+000, 0.0000000E+000, 1.4148992E+001, 1.1304181E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.9308960E+002, 9.9996893E+002, 0.0000000E+000,-5.5314119E+002,-7.4955096E+001,-3.9465922E+002,-7.0212506E-002, 0.0000000E+000, 0.0000000E+000,-1.9436178E+001,-2.2856784E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.9401947E+002, 9.8610881E+002, 0.0000000E+000,-5.3674341E+002,-7.4969871E+001,-3.9557438E+002,-7.0977159E-002, 0.0000000E+000, 0.0000000E+000,-2.3134217E+001,-2.1249837E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.9504230E+002, 1.0121666E+003, 0.0000000E+000,-5.2660119E+002,-7.6826699E+001,-3.9682987E+002,-7.0746040E-002, 0.0000000E+000, 0.0000000E+000, 1.1824918E+001, 1.1838074E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.9606519E+002, 1.0377041E+003, 0.0000000E+000,-5.5460551E+002,-7.7334652E+001,-3.9664233E+002,-7.0659335E-002, 0.0000000E+000, 0.0000000E+000, 1.4071483E+001, 9.0509843E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.9706940E+002, 9.7761122E+002, 0.0000000E+000,-5.4020624E+002,-7.5868341E+001,-3.9550421E+002,-7.0837795E-002, 0.0000000E+000, 0.0000000E+000,-3.6325579E+001,-3.4038403E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.9806818E+002, 1.0113827E+003, 0.0000000E+000,-5.2433529E+002,-7.2853350E+001,-3.9601356E+002,-7.0841245E-002, 0.0000000E+000, 0.0000000E+000, 1.5614131E+001, 1.8109637E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 6.9900342E+002, 1.0074872E+003, 0.0000000E+000,-5.5013800E+002,-7.2254193E+001,-3.9631912E+002,-7.0841557E-002, 0.0000000E+000, 0.0000000E+000,-5.0847448E+000,-1.1294953E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.0000226E+002, 9.8594128E+002, 0.0000000E+000,-5.4273228E+002,-7.1971588E+001,-3.9429457E+002,-7.0622174E-002, 0.0000000E+000, 0.0000000E+000,-2.2567194E+001,-2.3127783E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.0107562E+002, 1.0143429E+003, 0.0000000E+000,-5.2653919E+002,-7.3866584E+001,-3.9328274E+002,-7.0266178E-002, 0.0000000E+000, 0.0000000E+000, 1.8091540E+001, 2.0584080E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.0200586E+002, 1.0121281E+003, 0.0000000E+000,-5.4293770E+002,-7.3847706E+001,-3.9298775E+002,-7.0012577E-002, 0.0000000E+000, 0.0000000E+000, 6.3659796E+000, 2.2849631E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.0300677E+002, 1.0021108E+003, 0.0000000E+000,-5.3918042E+002,-7.0538388E+001,-3.9262726E+002,-7.0334228E-002, 0.0000000E+000, 0.0000000E+000, 6.6400273E-001,-3.0558603E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.0404797E+002, 1.0057020E+003, 0.0000000E+000,-5.3872821E+002,-6.9184834E+001,-3.9223823E+002,-7.0283597E-002, 0.0000000E+000, 0.0000000E+000, 6.3275625E+000, 5.4804268E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.0500238E+002, 9.9690484E+002, 0.0000000E+000,-5.3898233E+002,-7.0049327E+001,-3.9244731E+002,-7.0527982E-002, 0.0000000E+000, 0.0000000E+000,-4.9736303E+000,-4.6446451E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.0608698E+002, 9.9878215E+002, 0.0000000E+000,-5.3124293E+002,-7.1591183E+001,-3.9266677E+002,-7.0810441E-002, 0.0000000E+000, 0.0000000E+000, 4.8048886E+000, 3.2104516E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.0704608E+002, 9.9704270E+002, 0.0000000E+000,-5.3758533E+002,-7.0504501E+001,-3.9164201E+002,-7.0552056E-002, 0.0000000E+000, 0.0000000E+000,-1.7872588E+000,-2.7596925E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.0803235E+002, 1.0102763E+003, 0.0000000E+000,-5.3317266E+002,-6.7065444E+001,-3.9205162E+002,-6.9512561E-002, 0.0000000E+000, 0.0000000E+000, 1.8138169E+001, 1.7917105E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.0908795E+002, 1.0065428E+003, 0.0000000E+000,-5.4349938E+002,-6.7918612E+001,-3.9287213E+002,-7.0643919E-002, 0.0000000E+000, 0.0000000E+000, 4.2646497E+000, 2.1820624E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.1004034E+002, 9.9806860E+002, 0.0000000E+000,-5.3622248E+002,-7.2915976E+001,-3.9399876E+002,-7.0959272E-002, 0.0000000E+000, 0.0000000E+000,-5.6940619E+000,-5.1395801E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.1101190E+002, 9.8646046E+002, 0.0000000E+000,-5.2002239E+002,-7.7471864E+001,-3.9420191E+002,-7.0665903E-002, 0.0000000E+000, 0.0000000E+000,-3.9163737E+000,-5.3063753E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.1204498E+002, 1.0088913E+003, 0.0000000E+000,-5.4250366E+002,-7.6622906E+001,-3.9501945E+002,-7.0650505E-002, 0.0000000E+000, 0.0000000E+000,-4.2352141E+000,-5.3253446E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.1302466E+002, 1.0132761E+003, 0.0000000E+000,-5.6354350E+002,-7.5548343E+001,-3.9565546E+002,-7.0634378E-002, 0.0000000E+000, 0.0000000E+000,-1.7645368E+001,-2.1541833E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.1403058E+002, 1.0232282E+003, 0.0000000E+000,-5.3615851E+002,-7.3884487E+001,-3.9675050E+002,-7.1106426E-002, 0.0000000E+000, 0.0000000E+000, 1.3620497E+001, 1.6363646E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.1503693E+002, 9.9020131E+002, 0.0000000E+000,-5.2592563E+002,-7.5135428E+001,-3.9741064E+002,-7.1001901E-002, 0.0000000E+000, 0.0000000E+000,-8.2300079E+000,-8.3413868E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.1603491E+002, 9.9566855E+002, 0.0000000E+000,-5.4380141E+002,-7.6456108E+001,-3.9616426E+002,-7.0866023E-002, 0.0000000E+000, 0.0000000E+000,-1.9460957E+001,-2.0824088E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.1705035E+002, 1.0064825E+003, 0.0000000E+000,-5.3558597E+002,-7.8752197E+001,-3.9576863E+002,-7.0984909E-002, 0.0000000E+000, 0.0000000E+000,-2.1616865E+000,-3.6952712E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.1806586E+002, 1.0079540E+003, 0.0000000E+000,-5.3416019E+002,-7.9343451E+001,-3.9605019E+002,-7.0744937E-002, 0.0000000E+000, 0.0000000E+000, 8.6164788E-001,-1.6705452E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.1908130E+002, 9.9603861E+002, 0.0000000E+000,-5.3878362E+002,-8.0058544E+001,-3.9499952E+002,-7.0709439E-002, 0.0000000E+000, 0.0000000E+000,-1.6886975E+001,-1.7873781E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.2000439E+002, 9.8322548E+002, 0.0000000E+000,-5.2466952E+002,-7.8485919E+001,-3.9488342E+002,-7.0813575E-002, 0.0000000E+000, 0.0000000E+000,-1.2459370E+001,-1.4884191E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.2101990E+002, 1.0088282E+003, 0.0000000E+000,-5.4343494E+002,-7.5647012E+001,-3.9569473E+002,-7.0524674E-002, 0.0000000E+000, 0.0000000E+000,-6.7178587E+000,-6.0189804E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.2200763E+002, 1.0008657E+003, 0.0000000E+000,-5.4687922E+002,-7.4262452E+001,-3.9595643E+002,-7.0230989E-002, 0.0000000E+000, 0.0000000E+000,-1.0985681E+001,-1.6302640E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.2302307E+002, 9.9412478E+002, 0.0000000E+000,-5.4686263E+002,-7.0769354E+001,-3.9567099E+002,-7.0509310E-002, 0.0000000E+000, 0.0000000E+000,-2.0853878E+001,-1.9248697E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.2401782E+002, 1.0223313E+003, 0.0000000E+000,-5.3573194E+002,-6.8525167E+001,-3.9529986E+002,-7.0576737E-002, 0.0000000E+000, 0.0000000E+000, 2.1833266E+001, 2.2703720E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.2501251E+002, 9.9578610E+002, 0.0000000E+000,-5.3233739E+002,-6.8319122E+001,-3.9614043E+002,-7.0807357E-002, 0.0000000E+000, 0.0000000E+000, 1.5332103E+000,-1.0816500E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.2601624E+002, 9.8562346E+002, 0.0000000E+000,-5.2391086E+002,-6.6476595E+001,-3.9498025E+002,-7.0855830E-002, 0.0000000E+000, 0.0000000E+000,-2.2898330E+000, 1.8489955E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.2706476E+002, 9.9829252E+002, 0.0000000E+000,-5.4442609E+002,-6.8977528E+001,-3.9389155E+002,-7.0497033E-002, 0.0000000E+000, 0.0000000E+000,-6.9404041E+000,-9.0731444E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.2805103E+002, 1.0022348E+003, 0.0000000E+000,-5.3389806E+002,-7.1932375E+001,-3.9539852E+002,-7.0377511E-002, 0.0000000E+000, 0.0000000E+000, 2.2694095E+000, 9.3548876E-001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.2901971E+002, 9.9767363E+002, 0.0000000E+000,-5.5183667E+002,-7.2679220E+001,-3.9435126E+002,-7.0900438E-002, 0.0000000E+000, 0.0000000E+000,-2.1164541E+001,-2.1264421E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.3008521E+002, 1.0077979E+003, 0.0000000E+000,-5.3366753E+002,-7.2711722E+001,-3.9432474E+002,-7.0699472E-002, 0.0000000E+000, 0.0000000E+000, 7.8935776E+000, 7.0232451E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.3107324E+002, 9.9019305E+002, 0.0000000E+000,-5.3923024E+002,-7.6206947E+001,-3.9423587E+002,-7.0544455E-002, 0.0000000E+000, 0.0000000E+000,-1.8373354E+001,-1.9550555E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.3203223E+002, 9.9548546E+002, 0.0000000E+000,-5.5478005E+002,-7.4670757E+001,-3.9314629E+002,-7.0239951E-002, 0.0000000E+000, 0.0000000E+000,-2.7556997E+001,-2.7181875E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.3300696E+002, 1.0060594E+003, 0.0000000E+000,-5.3340960E+002,-7.2255991E+001,-3.9343466E+002,-7.0809517E-002, 0.0000000E+000, 0.0000000E+000, 4.0678458E+000, 6.8883775E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.3402777E+002, 1.0068522E+003, 0.0000000E+000,-5.3972277E+002,-6.9920518E+001,-3.9373723E+002,-7.0910434E-002, 0.0000000E+000, 0.0000000E+000, 7.0241860E+000, 3.4007779E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.3502667E+002, 1.0352074E+003, 0.0000000E+000,-5.5464511E+002,-6.9338265E+001,-3.9445087E+002,-6.9605310E-002, 0.0000000E+000, 0.0000000E+000, 1.8178319E+001, 1.6703527E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.3605096E+002, 1.0040727E+003, 0.0000000E+000,-5.2835180E+002,-7.2331574E+001,-3.9201668E+002,-7.0365640E-002, 0.0000000E+000, 0.0000000E+000, 7.2645544E+000, 1.1302261E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.3701398E+002, 1.0079858E+003, 0.0000000E+000,-5.4003844E+002,-7.5069843E+001,-3.9129297E+002,-7.0972039E-002, 0.0000000E+000, 0.0000000E+000, 7.9228583E+000, 1.5135488E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.3805579E+002, 9.7224700E+002, 0.0000000E+000,-5.1708009E+002,-7.4030460E+001,-3.9185184E+002,-7.0871287E-002, 0.0000000E+000, 0.0000000E+000,-1.3490060E+001,-1.0786259E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.3901886E+002, 1.0219240E+003, 0.0000000E+000,-5.4224626E+002,-7.2035009E+001,-3.9297706E+002,-7.0076497E-002, 0.0000000E+000, 0.0000000E+000, 1.6367880E+001, 1.4595628E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.4001166E+002, 9.9773388E+002, 0.0000000E+000,-5.5712481E+002,-7.0716943E+001,-3.9232437E+002,-7.0150778E-002, 0.0000000E+000, 0.0000000E+000,-1.8550951E+001,-2.2502392E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.4103583E+002, 9.9289586E+002, 0.0000000E+000,-5.3282887E+002,-6.6754757E+001,-3.9195537E+002,-7.0556223E-002, 0.0000000E+000, 0.0000000E+000, 1.8023889E+000, 1.2863042E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.4205865E+002, 1.0193938E+003, 0.0000000E+000,-5.4960393E+002,-6.6388924E+001,-3.9230283E+002,-6.9694985E-002, 0.0000000E+000, 0.0000000E+000, 9.8559099E+000, 1.1028385E+001, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.4300482E+002, 1.0040797E+003, 0.0000000E+000,-5.4459387E+002,-6.7834248E+001,-3.9361632E+002,-6.9265539E-002, 0.0000000E+000, 0.0000000E+000, 3.7484326E+000,-2.0340515E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
 7.4402222E+002, 9.9341407E+002, 0.0000000E+000,-5.3778393E+002,-6.9500650E+001,-3.9332476E+002,-7.0114473E-002, 0.0000000E+000, 0.0000000E+000,-1.2693566E+001,-7.2653892E+000, 0.0000000E+000, 2.3333823E-002, 0.0000000E+000
